customer_id,tenure,contract,monthly_charges,total_charges,payment_method,internet_service,support_calls,customer_since,churn
CUST-0291,58,Two year,55.67,3102.35,Electronic check,DSL,1.0,2023-03-18,No
CUST-0292,37,Two year,75.1,2570.7,Electronic check,No,1.0,2023-04-14,No
CUST-0293,29,Two year,56.68,1572.7,Credit card,DSL,2.0,2023-05-26,No
CUST-0294,13,One year,49.53,694.46,Mailed check,Fiber optic,1.0,2023-06-10,No
CUST-0295,1,One year,42.88,44.83,Bank transfer,DSL,1.0,2023-07-11,No
CUST-0296,10,Month-to-month,68.16,677.24,Mailed check,Fiber optic,1.0,2023-08-09,Yes
CUST-0297,14,One year,31.4,429.79,Credit card,DSL,1.0,2023-09-22,No
CUST-0298,57,Month-to-month,54.4,2892.82,Electronic check,DSL,1.0,2023-10-13,No
CUST-0299,64,One year,65.43,3919.87,Credit card,DSL,1.0,2023-11-16,No
CUST-0300,23,Month-to-month,75.36,1840.72,Mailed check,Fiber optic,2.0,2023-12-16,No
CUST-0301,4,One year,59.01,221.57,Electronic check,DSL,0.0,2024-01-05,Yes
CUST-0302,8,One year,80.69,633.69,Electronic check,Fiber optic,1.0,2024-02-22,No
CUST-0303,61,Month-to-month,83.91,5339.95,Credit card,No,2.0,2024-03-15,No
CUST-0304,72,Month-to-month,45.53,3112.32,Electronic check,DSL,1.0,2024-04-10,No
CUST-0305,12,Month-to-month,63.87,739.77,Mailed check,DSL,0.0,2024-05-25,No
CUST-0306,43,Month-to-month,89.25,4132.95,Mailed check,Fiber optic,0.0,2024-06-21,No
CUST-0307,54,Month-to-month,30.68,1743.24,Electronic check,DSL,1.0,2024-07-26,No
CUST-0308,50,One year,117.52,5813.01,Bank transfer,Fiber optic,0.0,2024-08-21,No
CUST-0309,32,Month-to-month,73.99,2320.88,Electronic check,DSL,0.0,2024-09-15,No
CUST-0310,28,Month-to-month,76.37,2109.08,Credit card,Fiber optic,3.0,2024-10-17,Yes
CUST-0311,38,Month-to-month,92.55,3493.12,Electronic check,Fiber optic,3.0,2024-11-19,No
CUST-0312,2,Month-to-month,72.53,135.63,Electronic check,Fiber optic,2.0,2024-12-01,Yes
CUST-0313,40,Month-to-month,82.48,3112.62,Bank transfer,Fiber optic,1.0,2025-01-09,Yes
CUST-0314,71,One year,44.27,3102.98,Bank transfer,No,1.0,2025-02-24,No
CUST-0315,28,Two year,59.13,1673.6,Electronic check,No,2.0,2025-03-04,No
CUST-0316,51,Month-to-month,72.64,3914.7,Bank transfer,DSL,0.0,2025-04-17,No
CUST-0317,3,One year,79.89,246.73,Mailed check,Fiber optic,1.0,2025-05-24,No
CUST-0318,43,Month-to-month,65.65,2635.91,Credit card,DSL,3.0,2025-06-12,Yes
CUST-0319,18,Month-to-month,69.94,1242.46,Mailed check,Fiber optic,0.0,2025-07-25,Yes
CUST-0320,24,One year,62.55,1505.49,Mailed check,No,1.0,2025-08-04,No
CUST-0321,25,Month-to-month,68.43,1644.28,Electronic check,Fiber optic,2.0,2025-09-06,No
CUST-0322,40,Month-to-month,73.32,2935.49,Electronic check,DSL,2.0,2025-10-26,No
CUST-0323,60,One year,57.98,3537.94,Credit card,DSL,1.0,2025-11-11,No
CUST-0324,5,Month-to-month,61.36,309.89,Electronic check,DSL,3.0,2025-12-06,Yes
CUST-0325,35,One year,75.67,2472.37,Electronic check,No,2.0,2023-01-02,No
CUST-0326,56,One year,78.37,4572.75,Electronic check,Fiber optic,0.0,2023-02-11,No
CUST-0327,51,Month-to-month,40.45,2142.94,Credit card,No,1.0,2023-03-13,No
CUST-0328,35,One year,80.77,2629.95,Electronic check,Fiber optic,2.0,2023-04-17,No
CUST-0329,19,Month-to-month,88.47,1717.38,Mailed check,DSL,0.0,2023-05-11,Yes
CUST-0330,28,Two year,66.24,1735.29,Credit card,Fiber optic,2.0,2023-06-25,No
CUST-0331,47,One year,79.33,3591.24,Bank transfer,DSL,0.0,2023-07-23,No
CUST-0332,44,Month-to-month,93.85,4282.44,Electronic check,No,1.0,2023-08-07,Yes
CUST-0333,33,Month-to-month,87.49,2779.67,Mailed check,DSL,3.0,2023-09-02,No
CUST-0334,16,Month-to-month,59.78,963.64,Credit card,DSL,1.0,2023-10-07,No
CUST-0335,67,Two year,39.62,2607.94,Mailed check,No,1.0,2023-11-22,No
CUST-0336,19,Month-to-month,65.39,1180.13,Mailed check,Fiber optic,3.0,2023-12-17,No
CUST-0337,68,Month-to-month,56.92,3728.5,Electronic check,DSL,2.0,2024-01-01,No
CUST-0338,20,Month-to-month,99.35,2000.27,Electronic check,Fiber optic,0.0,2024-02-27,Yes
CUST-0339,10,One year,70.88,733.91,Mailed check,Fiber optic,0.0,2024-03-07,Yes
CUST-0340,55,Two year,58.06,3446.73,Electronic check,DSL,0.0,2024-04-14,No
CUST-0341,5,Two year,69.56,353.28,Bank transfer,DSL,1.0,2024-05-02,Yes
CUST-0342,26,Month-to-month,81.44,2053.78,Electronic check,Fiber optic,0.0,2024-06-09,No
CUST-0343,71,Two year,76.57,5068.22,Electronic check,DSL,1.0,2024-07-21,No
CUST-0344,44,Two year,66.87,2878.58,Credit card,DSL,1.0,2024-08-22,No
CUST-0345,1,Month-to-month,58.6,54.67,Mailed check,Fiber optic,0.0,2024-09-19,Yes
CUST-0346,53,Two year,68.0,3719.28,Electronic check,Fiber optic,0.0,2024-10-26,No
CUST-0347,47,Month-to-month,81.64,3568.53,Bank transfer,Fiber optic,6.0,2024-11-06,Yes
CUST-0348,8,Month-to-month,66.06,516.2,Electronic check,DSL,1.0,2024-12-06,No
CUST-0349,1,Month-to-month,90.53,93.1,Electronic check,Fiber optic,2.0,2025-01-17,No
CUST-0350,15,One year,118.08,1667.07,Bank transfer,Fiber optic,1.0,2025-02-13,Yes
CUST-0351,69,Month-to-month,83.11,5786.17,Electronic check,Fiber optic,2.0,2025-03-13,Yes
CUST-0352,25,Two year,51.58,1194.04,Mailed check,Fiber optic,1.0,2025-04-09,No
CUST-0353,58,Month-to-month,68.35,3692.68,Electronic check,DSL,0.0,2025-05-08,No
CUST-0354,35,Month-to-month,79.29,2817.23,Electronic check,Fiber optic,1.0,2025-06-01,No
CUST-0355,47,One year,75.45,3639.56,Credit card,DSL,1.0,2025-07-05,Yes
CUST-0356,3,Month-to-month,78.62,230.3,Electronic check,Fiber optic,2.0,2025-08-13,Yes
CUST-0357,52,One year,79.4,3815.99,Bank transfer,DSL,1.0,2025-09-17,No
CUST-0358,68,Month-to-month,38.53,2421.13,Electronic check,No,0.0,2025-10-04,Yes
CUST-0359,44,Month-to-month,66.19,3023.01,Mailed check,No,1.0,2025-11-13,Yes
CUST-0360,8,Month-to-month,85.28,682.95,Electronic check,Fiber optic,4.0,2025-12-24,No
